ID_SCHOOL,TREATED,ID_STUDENT,FEMALE,AGE,LANGUAGE_SCORE_STD
42002,0,42002000068,1,11,1.1
42002,0,42002000069,0,11,0.456
42002,0,42002000070,0,11,0.927
42002,0,42002000071,0,10,0.777
42002,0,42002000072,1,12,0.002
42002,0,42002000073,1,11,-0.442
42002,0,42002000074,1,11,0.535
42002,0,42002000075,1,10,-0.203
42002,0,42002000076,0,12,0.817
42002,0,42002000077,1,11,0.495
42002,0,42002000078,1,11,-1.712
42002,0,42002000079,1,11,0.506
42002,0,42002000080,0,11,0.884
42002,0,42002000081,1,11,0.209
42002,0,42002000082,1,11,-0.206
42002,0,42002000083,0,11,-1.054
42002,0,42002000084,0,11,0.235
42002,0,42002000085,1,12,-0.017
42002,0,42002000086,0,11,1.655
42002,0,42002000087,0,11,-1.598
42002,0,42002000088,0,11,1.091
42002,0,42002000089,0,11,-0.585
42003,1,42003000090,0,11,0.483
42003,1,42003000091,1,11,0.823
42003,1,42003000092,0,12,0.89
42003,1,42003000093,0,12,-0.496
42003,1,42003000094,1,11,0.587
42003,1,42003000095,1,11,0.341
42003,1,42003000096,1,10,-0.556
42003,1,42003000097,1,11,-0.888
42003,1,42003000098,1,11,1.476
42003,1,42003000099,1,12,1.259
42003,1,42003000100,1,11,-1.062
42003,1,42003000101,0,12,1.184
42003,1,42003000102,1,11,0.247
42003,1,42003000103,1,11,-0.079
42003,1,42003000104,0,10,-0.898
42003,1,42003000105,1,11,1.176
42003,1,42003000106,0,10,0.401
42003,1,42003000107,1,12,-1.018
42003,1,42003000108,0,11,0.885
42003,1,42003000109,0,11,-0.093
42003,1,42003000110,1,12,0.373
42003,1,42003000111,1,11,-1.762
42003,1,42003000112,0,11,-1.185
42003,1,42003000113,1,12,-0.047
42003,1,42003000114,1,11,0.251
42003,1,42003000115,1,11,-0.754
42003,1,42003000116,0,11,1.76
42003,1,42003000117,1,11,-0.369
42003,1,42003000118,0,11,0.029
42003,1,42003000119,0,11,-1.429
42003,1,42003000120,1,11,-0.175
42003,1,42003000121,1,11,2.487
42003,1,42003000122,0,11,0.771
42003,1,42003000123,0,11,0.574
42003,1,42003000124,0,11,-0.911
42003,1,42003000125,1,12,-0.338
42003,1,42003000126,1,10,1.241
42003,1,42003000127,0,10,-0.73
42003,1,42003000128,0,12,-0.872
42003,1,42003000129,0,10,-0.445
42004,0,42004000130,0,11,1.218
42004,0,42004000131,0,10,-1.075
42004,0,42004000132,1,11,-0.812
42004,0,42004000133,1,10,0.123
42004,0,42004000134,0,11,-0.724
42004,0,42004000135,1,12,1.623
42004,0,42004000136,0,12,1.665
42004,0,42004000137,0,11,-0.386
42004,0,42004000138,0,11,1.15
42004,0,42004000139,0,12,0.25
42004,0,42004000140,0,11,-1.63
42004,0,42004000141,0,11,-0.32
42004,0,42004000142,0,11,1.976
42004,0,42004000143,1,11,-0.558
42004,0,42004000144,0,11,0.11
42004,0,42004000145,1,11,1.739
42004,0,42004000146,0,11,2.161
42004,0,42004000147,1,10,1.048
42004,0,42004000148,0,12,-0.39
42004,0,42004000149,1,10,2.567
42004,0,42004000150,0,10,-1.495
42004,0,42004000151,1,11,-0.557
42004,0,42004000152,1,11,0.795
42004,0,42004000153,0,11,0.676
42004,0,42004000154,0,11,-0.751
42004,0,42004000155,1,11,0.852
42004,0,42004000156,1,11,-1.658
42004,0,42004000157,0,10,1.056
42004,0,42004000158,1,11,-0.471
42004,0,42004000159,1,11,-1.632
42004,0,42004000160,0,11,0.355
42004,0,42004000161,0,10,-1.39
42004,0,42004000162,1,11,1.418
42004,0,42004000163,1,12,0.879
42004,0,42004000164,1,11,1.035
42004,0,42004000165,1,11,0.212
42004,0,42004000166,0,11,-0.052
42004,0,42004000167,0,10,-1.02
42004,0,42004000168,0,12,-1.092
42004,0,42004000169,1,11,-0.064
42004,0,42004000170,0,11,0.108
42004,0,42004000171,1,12,-1.999
42004,0,42004000172,1,11,2.012
42004,0,42004000173,0,10,-0.588
42004,0,42004000174,0,11,-0.746
42004,0,42004000175,1,11,0.391
42004,0,42004000176,0,10,-0.26
42004,0,42004000177,0,10,-0.515
42004,0,42004000178,1,10,0.886
42004,0,42004000179,0,11,0.088
42004,0,42004000180,0,11,-0.584
42004,0,42004000181,1,10,1.95
42004,0,42004000182,1,10,-0.373
42004,0,42004000183,1,10,0.747
42004,0,42004000184,0,11,-0.447
42004,0,42004000185,0,11,0.974
42004,0,42004000186,0,11,-0.169
42004,0,42004000187,0,10,-0.611
42004,0,42004000188,1,10,-1.128
42005,0,42005000189,0,12,-0.029
42005,0,42005000190,0,11,0.031
42005,0,42005000191,1,10,-1.118
42005,0,42005000192,0,11,0.961
42005,0,42005000193,1,11,0.277
42005,0,42005000194,1,11,0.017
42005,0,42005000195,1,11,1.336
42005,0,42005000196,0,11,1.122
42005,0,42005000197,0,11,0.46
42005,0,42005000198,0,11,-1.117
42005,0,42005000199,0,11,0.398
42005,0,42005000200,1,11,0.241
42005,0,42005000201,1,11,2.431
42005,0,42005000202,0,12,0.226
42005,0,42005000203,1,12,0.245
42005,0,42005000204,0,11,0.39
42005,0,42005000205,0,10,-0.74
42005,0,42005000206,0,11,-0.789
42005,0,42005000207,0,10,1.182
42005,0,42005000208,1,12,0.416
42005,0,42005000209,1,11,0.484
42005,0,42005000210,1,11,1.195
42005,0,42005000211,0,11,0.768
42005,0,42005000212,1,10,-0.748
42005,0,42005000213,1,11,0.388
42005,0,42005000214,1,11,-1.925
42005,0,42005000215,0,11,-0.787
42005,0,42005000216,0,11,1.463
42005,0,42005000217,1,11,-0.202
42005,0,42005000218,1,10,0.599
42005,0,42005000219,1,11,0.17
42005,0,42005000220,1,11,0.086
42005,0,42005000221,0,11,-2.679
42005,0,42005000222,1,11,-1.86
42005,0,42005000223,0,10,0.206
42005,0,42005000224,1,11,0.723
42005,0,42005000225,1,11,-0.655
42005,0,42005000226,0,11,-0.625
42005,0,42005000227,1,10,-0.226
42005,0,42005000228,1,11,0.285
42005,0,42005000229,0,10,1.453
42005,0,42005000230,1,11,0.822
42005,0,42005000231,1,11,-0.351
42005,0,42005000232,0,11,0.312
42005,0,42005000233,0,11,0.439
42005,0,42005000234,1,11,-0.279
42005,0,42005000235,0,11,0.27
42005,0,42005000236,1,11,-0.055
42005,0,42005000237,0,11,1.067
42005,0,42005000238,1,11,-0.299
42005,0,42005000239,0,11,1.696
42005,0,42005000240,1,11,0.132
42005,0,42005000241,1,12,-1.391
42005,0,42005000242,1,11,0.842
42005,0,42005000243,1,11,1.46
42005,0,42005000244,1,10,-0.064
42006,1,42006000245,0,12,-2.526
42006,1,42006000246,1,11,-0.811
42006,1,42006000247,1,11,-1.02
42006,1,42006000248,1,10,-1.046
42006,1,42006000249,0,12,0.155
42006,1,42006000250,0,12,-0.39
42006,1,42006000251,0,11,0.262
42006,1,42006000252,0,11,0.273
42006,1,42006000253,1,11,1.892
42006,1,42006000254,1,11,-1.146
42006,1,42006000255,1,12,-0.303
42006,1,42006000256,0,11,-0.079
42006,1,42006000257,0,11,-0.493
42006,1,42006000258,0,11,-0.572
42006,1,42006000259,1,11,-0.41
42006,1,42006000260,1,11,0.416
42006,1,42006000261,1,11,-0.671
42006,1,42006000262,1,10,-1.169
42006,1,42006000263,1,11,-0.516
42006,1,42006000264,1,11,-0.121
42006,1,42006000265,0,10,1.342
42006,1,42006000266,0,11,-0.658
42006,1,42006000267,0,11,-0.083
42006,1,42006000268,1,11,-1.221
42006,1,42006000269,1,11,-0.038
42006,1,42006000270,1,12,-0.034
42006,1,42006000271,0,11,-0.344
42006,1,42006000272,0,11,-0.299
42006,1,42006000273,1,11,0.782
42006,1,42006000274,0,11,-0.019
42006,1,42006000275,1,11,-0.593
42006,1,42006000276,0,12,0.183
42006,1,42006000277,0,10,1.286
42006,1,42006000278,1,10,-0.329
42006,1,42006000279,1,10,0.331
42006,1,42006000280,0,12,0.718
42006,1,42006000281,0,11,0.112
42006,1,42006000282,1,11,0.49
42006,1,42006000283,1,12,0.278
42006,1,42006000284,1,11,-0.487
42006,1,42006000285,1,11,1.789
42006,1,42006000286,0,10,-1.088
42006,1,42006000287,1,11,-0.339
42006,1,42006000288,0,12,-0.814
42006,1,42006000289,1,12,0.066
42006,1,42006000290,0,11,-0.162
42006,1,42006000291,0,11,0.166
42006,1,42006000292,1,11,0.641
42007,0,42007000293,1,13,-0.372
42007,0,42007000294,1,12,0.213
42007,0,42007000295,0,11,0.946
42007,0,42007000296,0,12,0.155
42007,0,42007000297,0,12,0.476
42007,0,42007000298,0,11,1.643
42007,0,42007000299,0,11,1.246
42007,0,42007000300,1,12,0.101
42007,0,42007000301,1,10,0.996
42007,0,42007000302,1,11,-1.303
42007,0,42007000303,0,11,-1.807
42007,0,42007000304,1,11,0.526
42007,0,42007000305,0,11,-0.562
42007,0,42007000306,1,11,-0.207
42007,0,42007000307,1,10,-0.104
42007,0,42007000308,0,11,-1.066
42007,0,42007000309,1,11,0.403
42007,0,42007000310,0,11,-0.035
42007,0,42007000311,0,11,0.488
42007,0,42007000312,0,11,-0.09
42007,0,42007000313,1,11,0.325
42007,0,42007000314,1,11,2.217
42007,0,42007000315,1,11,-0.912
42007,0,42007000316,0,10,0.965
42007,0,42007000317,0,11,-0.217
42007,0,42007000318,0,10,0.067
42007,0,42007000319,1,11,-1.084
42007,0,42007000320,0,11,1.09
42007,0,42007000321,0,11,0.053
42007,0,42007000322,0,11,-2.222
42007,0,42007000323,1,11,0.336
42007,0,42007000324,0,11,-0.61
42007,0,42007000325,0,11,1.317
42008,1,42008000326,1,11,1.05
42008,1,42008000327,0,11,-1.134
42008,1,42008000328,0,11,0.851
42008,1,42008000329,1,11,1.571
42008,1,42008000330,1,11,-0.533
42008,1,42008000331,1,11,-0.306
42008,1,42008000332,0,11,0.003
42008,1,42008000333,0,11,-0.81
42008,1,42008000334,1,11,-0.739
42008,1,42008000335,1,11,-1.117
42008,1,42008000336,0,11,0.153
42008,1,42008000337,0,10,-2.055
42008,1,42008000338,0,11,-0.568
42008,1,42008000339,1,11,-0.34
42008,1,42008000340,1,11,-0.934
42008,1,42008000341,0,11,1.038
42008,1,42008000342,0,11,0.249
42008,1,42008000343,1,11,0.908
42008,1,42008000344,1,12,-0.279
42008,1,42008000345,0,12,0.093
42008,1,42008000346,0,11,-0.808
42008,1,42008000347,0,10,-0.094
42008,1,42008000348,1,11,-0.924
42008,1,42008000349,0,11,0.308
42008,1,42008000350,1,11,1.922
42008,1,42008000351,0,10,-0.471
42008,1,42008000352,0,11,0.155
42008,1,42008000353,0,11,-2.833
42008,1,42008000354,1,11,-0.13
42008,1,42008000355,0,11,0.311
42008,1,42008000356,0,12,1.716
42008,1,42008000357,1,11,-0.445
42008,1,42008000358,1,11,-0.405
42008,1,42008000359,0,11,-0.023
42008,1,42008000360,1,12,-1.647
42008,1,42008000361,0,10,-1.491
42008,1,42008000362,0,11,-1.022
42008,1,42008000363,0,12,0.58
42008,1,42008000364,1,10,-0.267
42008,1,42008000365,0,11,1.096
42008,1,42008000366,1,10,-1.259
42008,1,42008000367,1,10,-0.12
42008,1,42008000368,1,10,-0.013
42008,1,42008000369,0,11,1.465
42008,1,42008000370,0,11,0.513
42008,1,42008000371,0,11,-1.724
42008,1,42008000372,0,11,1.017
42008,1,42008000373,1,10,0.57
42008,1,42008000374,1,12,-0.054
42009,1,42009000375,1,11,-1.995
42009,1,42009000376,1,11,0.388
42009,1,42009000377,1,11,0.782
42009,1,42009000378,0,11,-1.459
42009,1,42009000379,0,10,2.036
42009,1,42009000380,1,11,1.015
42009,1,42009000381,1,12,3.242
42009,1,42009000382,0,11,0.326
42009,1,42009000383,1,11,-1.527
42009,1,42009000384,0,11,0.898
42009,1,42009000385,1,12,-0.132
42009,1,42009000386,1,11,-1.84
42009,1,42009000387,0,12,-0.412
42009,1,42009000388,1,12,0.403
42009,1,42009000389,0,10,0.318
42009,1,42009000390,0,11,-1.341
42009,1,42009000391,0,11,-0.027
42009,1,42009000392,1,11,0.387
42009,1,42009000393,0,10,0.346
42009,1,42009000394,1,11,0.568
42009,1,42009000395,1,11,0.027
42009,1,42009000396,0,11,-0.718
42009,1,42009000397,0,11,0.537
42009,1,42009000398,1,12,1.448
42009,1,42009000399,0,11,0.073
42009,1,42009000400,0,11,-0.438
42009,1,42009000401,0,11,0.254
42009,1,42009000402,1,12,-0.439
42009,1,42009000403,0,10,0.161
42009,1,42009000404,1,11,0.384
42009,1,42009000405,1,11,0.268
42009,1,42009000406,0,11,-0.157
42009,1,42009000407,0,12,0.954
42009,1,42009000408,1,11,-0.706
42009,1,42009000409,1,11,0.108
42009,1,42009000410,1,11,1.824
42009,1,42009000411,0,12,-1.375
42010,0,42010000412,1,10,0.656
42010,0,42010000413,0,12,0.944
42010,0,42010000414,1,11,-0.12
42010,0,42010000415,1,11,-0.571
42010,0,42010000416,1,11,-2.243
42010,0,42010000417,1,11,0.807
42010,0,42010000418,1,11,0.392
42010,0,42010000419,0,11,-0.373
42010,0,42010000420,0,11,-0.651
42010,0,42010000421,1,11,0.485
42010,0,42010000422,0,11,-0.574
42010,0,42010000423,0,11,-0.158
42010,0,42010000424,0,11,0.382
42010,0,42010000425,0,11,0.256
42010,0,42010000426,1,11,0.609
42010,0,42010000427,1,11,-0.783
42010,0,42010000428,0,11,-0.154
42010,0,42010000429,1,11,-0.065
42010,0,42010000430,0,11,-1.39
42010,0,42010000431,1,12,1.66
42010,0,42010000432,1,11,-0.885
42010,0,42010000433,1,11,-0.371
42010,0,42010000434,1,11,-0.211
42010,0,42010000435,0,11,-0.076
42010,0,42010000436,1,11,-0.004
42010,0,42010000437,1,11,-0.423
42010,0,42010000438,1,11,-1.099
42010,0,42010000439,0,11,-1.246
42010,0,42010000440,1,12,-1.915
42010,0,42010000441,0,12,0.644
42010,0,42010000442,0,11,-0.432
42010,0,42010000443,0,11,0.48
42010,0,42010000444,1,12,0.3
42010,0,42010000445,1,11,-0.05
42010,0,42010000446,1,12,0.445
42010,0,42010000447,1,11,0.179
42010,0,42010000448,1,10,-1.51
42010,0,42010000449,1,11,1.27
42010,0,42010000450,1,10,-0.137
42010,0,42010000451,0,10,-1.081
42010,0,42010000452,1,11,0.073
42010,0,42010000453,0,11,-1.283
42010,0,42010000454,1,10,-0.035
42010,0,42010000455,1,12,0.524
42010,0,42010000456,1,10,1.666
42010,0,42010000457,1,11,-1.261
42010,0,42010000458,1,11,-1.29
42010,0,42010000459,0,11,-0.986
42010,0,42010000460,0,10,0.203
42010,0,42010000461,1,11,-0.248
42010,0,42010000462,0,12,1.419
42010,0,42010000463,0,11,0.027
42010,0,42010000464,1,11,0.095
42011,1,42011000465,1,12,-1.104
42011,1,42011000466,0,11,1.202
42011,1,42011000467,0,11,0.079
42011,1,42011000468,0,11,1.433
42011,1,42011000469,1,11,0.443
42011,1,42011000470,1,11,-0.739
42011,1,42011000471,1,11,-0.733
42011,1,42011000472,0,11,-0.524
42011,1,42011000473,0,10,-0.398
42011,1,42011000474,1,10,0.271
42011,1,42011000475,1,12,-0.385
42011,1,42011000476,0,12,-0.082
42011,1,42011000477,1,11,-1.92
42011,1,42011000478,1,11,-0.399
42011,1,42011000479,0,11,0.787
42011,1,42011000480,1,11,0.04
42011,1,42011000481,0,11,1.785
42011,1,42011000482,0,12,0.802
42011,1,42011000483,1,12,-0.597
42011,1,42011000484,1,11,-0.54
42011,1,42011000485,0,11,1.545
42011,1,42011000486,1,10,0.01
42011,1,42011000487,1,11,-0.547
42011,1,42011000488,1,11,1.882
42011,1,42011000489,0,12,-2.865
42011,1,42011000490,0,11,1.649
42011,1,42011000491,1,10,-0.583
42011,1,42011000492,0,11,-0.004
42011,1,42011000493,0,11,-0.237
42011,1,42011000494,1,11,-1.19
42011,1,42011000495,0,10,-1.106
42011,1,42011000496,0,11,-1.064
42011,1,42011000497,1,12,0.201
42011,1,42011000498,0,12,-2.643
42011,1,42011000499,0,11,-0.534
42011,1,42011000500,1,10,-0.921
42011,1,42011000501,0,11,0.678
42011,1,42011000502,0,11,0.076
42012,0,42012000503,0,11,1.026
42012,0,42012000504,1,11,-1.484
42012,0,42012000505,0,12,-0.531
42012,0,42012000506,1,12,0.607
42012,0,42012000507,0,11,1.532
42012,0,42012000508,1,11,0.716
42012,0,42012000509,1,11,-1.262
42012,0,42012000510,1,11,-0.543
42012,0,42012000511,0,11,0.028
42012,0,42012000512,1,11,1.238
42012,0,42012000513,0,11,-0.838
42012,0,42012000514,0,11,-0.845
42012,0,42012000515,0,11,0.283
42012,0,42012000516,1,11,1.046
42012,0,42012000517,1,11,0.22
42012,0,42012000518,1,11,-0.617
42012,0,42012000519,1,11,1.037
42012,0,42012000520,1,12,-0.332
42012,0,42012000521,0,11,-0.016
42012,0,42012000522,0,10,0.825
42012,0,42012000523,1,11,0.166
42012,0,42012000524,1,10,-0.033
42012,0,42012000525,1,11,-1.517
42012,0,42012000526,0,11,-1.353
42012,0,42012000527,0,10,1.27
42012,0,42012000528,1,11,-0.414
42012,0,42012000529,0,11,2.273
42012,0,42012000530,1,11,1.098
42012,0,42012000531,1,12,1.437
42012,0,42012000532,0,10,0.789
42012,0,42012000533,0,11,-0.392
42012,0,42012000534,1,11,0.401
42012,0,42012000535,0,10,0.111
42012,0,42012000536,1,11,-0.571
42012,0,42012000537,0,11,0.46
42012,0,42012000538,0,12,0.22
42012,0,42012000539,1,11,-1.056
42012,0,42012000540,0,11,1.48
42012,0,42012000541,0,12,-0.596
42012,0,42012000542,0,11,2.355
42012,0,42012000543,1,11,-0.335
42013,0,42013000544,0,11,-0.422
42013,0,42013000545,0,11,-1.544
42013,0,42013000546,0,11,0.833
42013,0,42013000547,0,11,-0.254
42013,0,42013000548,0,11,-0.32
42013,0,42013000549,1,11,-0.189
42013,0,42013000550,0,11,1.268
42013,0,42013000551,1,12,0.64
42013,0,42013000552,1,11,0.355
42013,0,42013000553,0,10,-0.538
42013,0,42013000554,0,11,-0.107
42013,0,42013000555,0,11,1.038
42013,0,42013000556,1,11,0.498
42013,0,42013000557,1,10,-0.22
42013,0,42013000558,0,11,0.223
42013,0,42013000559,1,11,-0.434
42013,0,42013000560,0,11,-0.34
42013,0,42013000561,0,11,1.541
42013,0,42013000562,1,11,0.051
42013,0,42013000563,1,10,0.753
42013,0,42013000564,0,11,-2.684
42013,0,42013000565,1,10,1.147
42013,0,42013000566,1,11,-2.247
42013,0,42013000567,0,11,0.713
42013,0,42013000568,1,11,0.392
42013,0,42013000569,0,10,-0.454
42013,0,42013000570,0,11,-0.445
42013,0,42013000571,1,10,-0.001
42013,0,42013000572,0,11,0.217
42013,0,42013000573,1,10,0.661
42013,0,42013000574,1,11,-0.407
42013,0,42013000575,1,11,0.059
42013,0,42013000576,1,11,0.875
42013,0,42013000577,1,11,-1.321
42013,0,42013000578,0,10,0.907
42013,0,42013000579,0,11,1.555
42013,0,42013000580,1,11,-0.134
42013,0,42013000581,0,11,0.727
42013,0,42013000582,1,11,-2.41
42013,0,42013000583,1,11,-0.075
42013,0,42013000584,0,11,0.02
42013,0,42013000585,1,11,0.207
42013,0,42013000586,0,12,1.735
42013,0,42013000587,1,11,0.967
42013,0,42013000588,0,11,-1.883
42013,0,42013000589,1,11,0.008
42013,0,42013000590,1,11,0.542
42013,0,42013000591,1,11,0.829
42014,1,42014000592,1,12,1.443
42014,1,42014000593,0,10,1.212
42014,1,42014000594,1,10,1.173
42014,1,42014000595,0,11,-1.882
42014,1,42014000596,1,12,0.505
42014,1,42014000597,1,11,-0.349
42014,1,42014000598,0,11,0.711
42014,1,42014000599,0,11,2.003
42014,1,42014000600,1,11,1.081
42014,1,42014000601,1,10,-1.664
42014,1,42014000602,1,12,1.063
42014,1,42014000603,1,11,-1.19
42014,1,42014000604,0,11,0.005
42014,1,42014000605,0,11,-1.242
42014,1,42014000606,0,11,-1.535
42014,1,42014000607,1,12,0.731
42014,1,42014000608,0,10,0.873
42014,1,42014000609,0,10,-0.151
42014,1,42014000610,0,11,-0.183
42014,1,42014000611,1,11,1.791
42014,1,42014000612,1,11,-1.299
42014,1,42014000613,1,12,-0.995
42014,1,42014000614,1,11,-1.452
42014,1,42014000615,0,11,-0.671
42014,1,42014000616,1,11,-0.75
42014,1,42014000617,0,11,-0.107
42014,1,42014000618,1,11,0.844
42014,1,42014000619,1,12,-1.515
42014,1,42014000620,1,10,1.162
42014,1,42014000621,0,12,-0.708
42014,1,42014000622,0,11,-0.491
42014,1,42014000623,0,11,-0.44
42014,1,42014000624,0,12,2.295
42014,1,42014000625,1,11,-0.568
42014,1,42014000626,1,12,-0.101
42015,0,42015000627,0,11,1.777
42015,0,42015000628,0,11,1.336
42015,0,42015000629,1,10,-0.026
42015,0,42015000630,1,11,-1.328
42015,0,42015000631,0,11,0.568
42015,0,42015000632,1,11,1.081
42015,0,42015000633,0,11,-1.073
42015,0,42015000634,0,12,2.424
42015,0,42015000635,1,12,-0.499
42015,0,42015000636,1,11,1.184
42015,0,42015000637,0,11,-1.08
42015,0,42015000638,1,11,2.614
42015,0,42015000639,0,11,-0.307
42015,0,42015000640,1,11,-0.424
42015,0,42015000641,0,11,-0.184
42015,0,42015000642,0,11,-1.123
42015,0,42015000643,1,12,-0.593
42015,0,42015000644,0,11,-0.624
42015,0,42015000645,1,12,-0.606
42015,0,42015000646,0,11,-0.885
42015,0,42015000647,0,11,-0.346
42015,0,42015000648,0,11,-0.965
42015,0,42015000649,0,11,2.591
42015,0,42015000650,1,10,0.448
42015,0,42015000651,0,11,-1.222
42015,0,42015000652,1,10,0.668
42015,0,42015000653,0,11,0.441
42015,0,42015000654,0,11,-0.24
42015,0,42015000655,0,11,1.331
42015,0,42015000656,1,12,0.744
42015,0,42015000657,1,10,-0.017
42015,0,42015000658,1,12,1.748
42015,0,42015000659,0,11,-1.477
42015,0,42015000660,0,10,-0.525
42015,0,42015000661,0,11,-0.937
42015,0,42015000662,1,12,1.233
42015,0,42015000663,1,11,1.103
42015,0,42015000664,1,11,0.518
42015,0,42015000665,0,10,0.865
42015,0,42015000666,1,10,0.334
42015,0,42015000667,0,11,-0.074
42015,0,42015000668,0,11,-0.476
42016,0,42016000669,0,11,-0.254
42016,0,42016000670,1,11,-0.936
42016,0,42016000671,0,11,-0.955
42016,0,42016000672,1,12,0.369
42016,0,42016000673,1,10,0.939
42016,0,42016000674,0,11,-0.194
42016,0,42016000675,1,12,0.656
42016,0,42016000676,1,12,-0.499
42016,0,42016000677,1,12,-0.586
42016,0,42016000678,0,12,-0.243
42016,0,42016000679,1,11,-0.965
42016,0,42016000680,0,11,0.142
42016,0,42016000681,1,11,1.545
42016,0,42016000682,0,11,0.776
42016,0,42016000683,1,11,0.042
42016,0,42016000684,1,11,-0.164
42016,0,42016000685,1,11,-0.838
42016,0,42016000686,1,10,-0.139
42016,0,42016000687,1,12,0.508
42016,0,42016000688,1,11,-0.019
42016,0,42016000689,0,12,-0.179
42016,0,42016000690,0,11,0.218
42016,0,42016000691,1,10,-0.328
42016,0,42016000692,1,11,1.704
42016,0,42016000693,1,12,1.276
42016,0,42016000694,0,11,-0.746
42016,0,42016000695,0,12,-0.915
42016,0,42016000696,1,12,2.829
42016,0,42016000697,1,11,1.154
42016,0,42016000698,0,12,-0.409
42016,0,42016000699,0,11,1.125
42016,0,42016000700,1,12,0.667
42016,0,42016000701,0,11,-1.484
42016,0,42016000702,1,12,0.432
42016,0,42016000703,1,13,0.246
42016,0,42016000704,0,11,-1.373
42016,0,42016000705,0,11,-1.671
42016,0,42016000706,1,11,0.162
42017,1,42017000707,1,12,-1.218
42017,1,42017000708,1,11,2.613
42017,1,42017000709,1,11,-0.053
42017,1,42017000710,1,11,-0.051
42017,1,42017000711,0,11,0.531
42017,1,42017000712,0,11,0.823
42017,1,42017000713,1,11,0.73
42017,1,42017000714,0,11,-1.625
42017,1,42017000715,1,11,-0.861
42017,1,42017000716,0,10,-0.202
42017,1,42017000717,1,10,-0.592
42017,1,42017000718,1,11,-0.607
42017,1,42017000719,0,12,-0.34
42017,1,42017000720,0,12,0.266
42017,1,42017000721,0,10,0.046
42017,1,42017000722,0,11,0.16
42017,1,42017000723,0,10,-0.246
42017,1,42017000724,1,11,0.637
42017,1,42017000725,1,12,0.616
42017,1,42017000726,1,10,-1.603
42017,1,42017000727,0,11,1.334
42017,1,42017000728,0,11,0.557
42017,1,42017000729,1,11,-0.301
42017,1,42017000730,1,11,2.422
42017,1,42017000731,1,11,0.877
42017,1,42017000732,1,11,0.439
42017,1,42017000733,1,10,-0.146
42017,1,42017000734,1,12,0.642
42017,1,42017000735,1,11,1.402
42017,1,42017000736,1,11,-0.171
42017,1,42017000737,0,12,0.674
42018,0,42018000738,1,11,0.169
42018,0,42018000739,1,11,0.011
42018,0,42018000740,1,12,-1.663
42018,0,42018000741,0,11,-1.83
42018,0,42018000742,1,11,-1.474
42018,0,42018000743,0,11,-0.696
42018,0,42018000744,1,9,-1.032
42018,0,42018000745,1,11,-1.268
42018,0,42018000746,0,10,1.325
42018,0,42018000747,1,11,1.963
42018,0,42018000748,0,12,-0.341
42018,0,42018000749,1,11,-2.613
42018,0,42018000750,1,11,-1.2
